Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
111,Jornal do Commercio,93,4,http://memoria.bn.br/DocReader/364568_03/372,7-Apr-1840,aluguel,oferecendo serviço,1,,,,,costureira,,,F,,preta,,"Rua do Rosário, 107",,"ALUGA-SE huma preta perfeita costureira para o serviço interior, a qual também lava de sabão e cozinha o trivial: na rua do Rosário n. 107.",,,,,,,,,,,,,,,,
112,Jornal do Commercio,93,4,http://memoria.bn.br/DocReader/364568_03/372,7-Apr-1840,venda,oferecendo serviço,1,,,,,engomadeira,,,F,,preta,escrava,"Rua do Regente, 59",,VENDE-SE huma preta perfeita no engommar e no mais serviço concernete a huma boa mocamba: na rua do Regente n. 59.,,,,,,,,,,,,,,,,
113,Jornal do Commercio,93,4,http://memoria.bn.br/DocReader/364568_03/372,7-Apr-1840,fuga,procurando serviço,2,,,,,,,,F,,preto,escravo,"Rua do Rosário, 52",,"Fugirão, na madrugada de 4 do corrente mez, dous pretos africanos com a marca F no peito direito e esquerdo, com camisas e calças de algodão de Minas: avisa-se que ninguém compre ou faça algum trato relativamente, porque estão dadas as providencias ; e se darão boas alviçaras a quem der noticia d'elles na rua do Rosário n. 52.",,,,,,,,,,,,,,,,
114,Jornal do Commercio,93,4,http://memoria.bn.br/DocReader/364568_03/372,7-Apr-1840,fuga,procurando serviço,1,,,,,vendedor de pão,Domingos,Inhambane,M,24,preto,escravo,"Largo da Carioca, 18",,"Desappareceu do largo da Carioca, padaria n. 18, no dia 5 do corrente mez, hum escravo de nome Domingos, de nação Inhambane, de idade de 24 annos pouco mais ou menos, bastante alto e reforçado, hum pouco fula, e não tem signal algum da sua nação; tem principio de barba; sua occupação era vender pão na rua: qualquer pessoa que o leve á casa acima, ou delle der noticia, será bem gratificada.",,,,,,,,,,,,,,,,
115,Jornal do Commercio,93,4,http://memoria.bn.br/DocReader/364568_03/372,7-Apr-1840,fuga,procurando serviço,1,,,,,carpinteiro,Antonio,Camundá,M,,preto,escravo,"Rua de Dom Manoel, 44",,"Fugio, no dia 31 do mez passado, hum preto de nome Antonio, de nação Camundá, official de carpinteiro, com os signaes seguintes: estatura regular, bastante reforçado, meio coxo de huma perna; levou vestido calças de algodão de Minas ainda novas, e camisa de morim já velha ; o qual tem por costume andar ganhando quando foge: quem delle der noticia, ou o levar á rua de D. Manoel n. 44, será bem gratificado.",,,,,,,,,,,,,,,,
116,Jornal do Commercio,93,4,http://memoria.bn.br/DocReader/364568_03/372,7-Apr-1840,compra,procurando serviço,2,,,,,carpinteiro,,,M,,,escravo,"Rua Nova do Ouvidor, 16",,"Compra-se hum escravo carpinteiro, e hum dito que saiba lavar e engommar perfeitamente, e que também cozinhe o trivial de huma casa; na rua nova do Ouvidor n. 16.",,,,,,,,,,,,,,,,
117,Jornal do Commercio,93,4,http://memoria.bn.br/DocReader/364568_03/372,7-Apr-1840,compra,procurando serviço,2,,,,,,,,M,,,escravo,"Rua Nova do Ouvidor, 16",,"Compra-se hum escravo carpinteiro, e hum dito que saiba lavar e engommar perfeitamente, e que também cozinhe o trivial de huma casa; na rua nova do Ouvidor n. 16.",,,,,,,,,,,,,,,,
118,Jornal do Commercio,94,3,http://memoria.bn.br/DocReader/364568_03/375,8-Apr-1840,venda,oferecendo serviço,>1,,,Frederico Guilherme,M,,,,M/F,,,escravo,"Rua do Ouvidor, 84",,"FREDERICO GUILHERME faz leilão, hoje quarta feira, ás 11 horas, na sua casa, rua do Ouvidor n. 84, de huma grande porção de escravos de ambos os sexos, entre os quais ha pretos de bonita figura, de 18 a 20 annos, bons cozinheiros de forno sem vicio algum, pertencentes a huma casa particular; boleeiro, bons officiaes de caboqueiro, roceiros, etc.; huma lindissima mocamba de 16 annos, muito bem prendada, sem vicio algum; lavadeiras, engommadeiras, costureiras, mocamba, pretas de roça, moleques e negrinhas, etc. Adverte-se que todos estes escravos serao vendidos com condição de perfeita saude e fiança de boas vendas.",,,,,,,,,,,,,,,,
119,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,,,"Rua Direita do Cattete, 1",,"ALUGA-SE, na rua Direita do Cattete n. 1, huma ama de leite muito excellente em tudo. Na mesma casa se vende huma preta que sabe lavar de sabão e barrela, cozinhar e engommar liso, não tem vicios nem molestias, e vende-se por commodo preço.",,,,,,,,,,,,,,,,
120,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,venda,oferecendo serviço,1,,,,,lavadeira,,,F,,preta,escrava,"Rua Direita do Cattete, 1",,"ALUGA-SE, na rua Direita do Cattete n. 1, huma ama de leite muito excellente em tudo. Na mesma casa se vende huma preta que sabe lavar de sabão e barrela, cozinhar e engommar liso, não tem vicios nem molestias, e vende-se por commodo preço.",,,,,,,,,,,,,,,,
121,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,venda,oferecendo serviço,1,,,,,,,,M,,preto,escravo,"Rua do Sabão, 67",,"VENDE-SE hum preto bom cozinheiro de forno e fogão, na rua do Sabão n. 67.",,,,,,,,,,,,,,,,
122,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,fuga,procurando serviço,1,,,,,,José,Congo,M,14,preto,escravo,"Rua da Quitanda, 165",,"Desappareceu, na noite do dia 6 do corrente, hum moleque de idade 14 a 16 annos, de nome José, nação Congo; levou vestido calça preta e camisa de riscado roxo; não saberá dizer a rua em que mora, por ter chegado ha dias da Parahyba do Sul, onde seu senhor he morador, e ter desde qeu chegou estado doente, o que mostra por hum caustico que tem aberto sobre o lado esquerdo do peito, e huma cicatriz velha em huma perna: quem delle souber e o levar á rua da Quitanda n. 165, receberá bom premio, pois o annunciante julga que elle andará perdido na cidade, por della nada saber.",,,,,,,,,,,,,,,,
123,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,aluguel,oferecendo serviço,1,,,,,"engomadeira, lavadeira, costureira",,,F,,preta,,"Rua do Cano, 72",,"ALUGA-SE huma preta, com a condição de não sahir á rua, a qual cose, engomma, ensaboa e faz todo o servio pertencente a huma mocamba; na rua do Cano n. 72.",,,,,,,,,,,,,,,,
124,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,preta,forra,"Largo de Santa Rita, 18",,"ALUGA-SE, para portas a dentro, huma preta forra sabendo lavar, engommar, cozinhar, e todo o mais arranjo de huma casa e dando fiador á sua conducta; no largo de Santa Rita, sobrado n. 18.",,,,,,,,,,,,,,,,
125,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,venda,oferecendo serviço,1,250,,,,pedreiro,,,M,30,preto,escravo,"Rua do Carmo, 41",,"VENDE-SE, na rua do Carmo n. 41, hum preto de 30 annos, bom official de pedreiro, e mais huma preta de 30 annos, boa quitandeira, que lava e cozinha, e dá-se por 250$.",,,,,,,,,,,,,,,,
126,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,venda,oferecendo serviço,1,,,,,quitandeira,,,F,30,preta,escrava,"Rua do Carmo, 41",,"VENDE-SE, na rua do Carmo n. 41, hum preto de 30 annos, bom official de pedreiro, e mais huma preta de 30 annos, boa quitandeira, que lava e cozinha, e dá-se por 250$.",,,,,,,,,,,,,,,,
127,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,venda,oferecendo serviço,2,,,,,costureira,,,F,16,preta,escrava,"Rua do Carmo, 41",,"VENDE-SE, na rua do Carmo n. 41, huma rapariga de 16 a 18 annos, bem parecida, boa costureira, que engoma bem, lava e cozinha; e mais hum preto de roça, de 30 annos, que se dá por 260$.",,,,,,,,,,,,,,,,
128,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,venda,oferecendo serviço,2,,,,,roceiro,,,M,30,preto,escravo,"Rua do Carmo, 41",,"VENDE-SE, na rua do Carmo n. 41, huma rapariga de 16 a 18 annos, bem parecida, boa costureira, que engoma bem, lava e cozinha; e mais hum preto de roça, de 30 annos, que se dá por 260$.",,,,,,,,,,,,,,,,
129,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,fuga,procurando serviço,1,,,,,,Ezequiel,Loang,M,9,,africano livre,"Rua do Passeio Publico, 42",,"DESAPPARECEU, no dia 7 do corrente, ás 6 horas da manhã, hum Africano livre, de nome Ezequiel, nação Loang, de idade 9 a 10 annos, sem marca alguma; levou vestido camisa de algodão americano e calças de riscadinho desbotado; he alguma cousa fula e tem na cabeça signaes de sarnas; presume-se que foi desencaminhado, e quem delle der notícias na rua do Passeio Publico n. 42, será recompensado.",,,,,,,,,,,,,,,,
130,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,compra,procurando serviço,>1,,,,,,,,M,,,escravo,"Rua do Piolho, 35",,"COMPRÃO-SE escravos de ambos os sexos, os quaes se pagarao be; na rua do Piolho n. 35.",,,,,,,,,,,,,,,,
131,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, cozinheira, costureira",,,F,,preta,escrava,"Rua Velha de São Francisco de Prainha, 119",,"ALUGA-SE huma escrava que sabe lavar, cozinhar coser; na rua velha de S. Francisco de Prainha n. 119.",,,,,,,,,,,,,,,,
132,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,,"Rua do Ouvidor, 49",,"NA RUA do Ouvidor, n. 49, sobrado, aluga-se hum preto bom cozinheiro e comprador, cuja conducta se affiança.",,,,,,,,,,,,,,,,
133,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,venda,oferecendo serviço,1,,,,,carpinteiro,,,M,,preto,escravo,"Rua do Hospício, 13",,"VENDE-SE, na rua do Hospício n. 13, hum preto com o officio de carpinteiro, e que já da bom jornal a seu senhor, com a condição de ser para fóra da provincia: o motivo se dirá á vista do comprador, que de certo não desagradará.
",,,,,,,,,,,,,,,,
134,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,venda,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua da Valla, 89",,"VENDE-SE, na rua da Valla n. 89, huma preta ama de leite, com lindo de 3 mezes de idade, pardinho, por commodo preço.",,,,,,,,,,,,,,,,
135,Jornal do Commercio,94,4,http://memoria.bn.br/DocReader/364568_03/376,8-Apr-1840,venda,procurando serviço,>1,,,,,padeiro; forneiro,,,M,,preto,,"Rua do Hospício, 173",,"PRECISA-SE de pretos padeiros e de hum forneiro, na rua do Hospício n. 173.",,,,,,,,,,,,,,,,
136,Jornal do Commercio,95,3,http://memoria.bn.br/DocReader/364568_03/379,9-Apr-1840,venda,oferecendo serviço,>1,,,Henrique Cannell e Samuel Southam,M,,,,,,,escravo,"Rua do Rozario, 42",,"CANNELL SOUTHAM e C. farão leilão, sabbado 12 do corrente, em seu salão de moveis, rua do Rozario n. 42, por ordem dos administradores da casa fallida de João Eloy da Porciuncua, de 7 escravos fortes, robustos e moços, acostumados ao trabalho do armazem; huma porção de prata de lei e traste constando de commodas, mesas redondas e de jantar, secretarias, sofás, cadeiras, marquezas, toucadores, lavatorios, etc.",,,,,,,,,,,,,,,,
137,Jornal do Commercio,95,3,http://memoria.bn.br/DocReader/364568_03/379,9-Apr-1840,compra,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,preta,escrava,"Rua Formosa, 13",,"Quem precisar comprar huma preta com hum filho de seis annos, sabendo lavar, engommar liso e cozinhar, dirija-se á rua Formosa n. 13, para ajustar, não sendo o motivo da venda por vicio algum.",,,,,,,,,,,,,,,,
138,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,aluguel,procurando serviço,4,,,,,marinheiro,,,M,,preto,,"Rua Direita, 100",,PRECISA-SE alugar quatro pretos marinheiros para ajudar a carregar hum navio que se acha neste porto; na rua Direita n. 100.,,,,,,,,,,,,,,,,
139,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,aluguel,procurando serviço,1,,,,,"lavadeira, engomadeira",,,F,,preta,,"Rua da Quitanda, 51",,PRECISA-SE alugar huma preta que saiba lavar e engommar bem; na rua da Quitanda n. 51.,,,,,,,,,,,,,,,,
140,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,venda,oferecendo serviço,1,,,,,boleeiro,,,M,,preto,escravo,"Rua de São José, 77, 1 andar",,"VENDE-SE hum preto bom boleeiro de duas e quatro rodas, bastante vistoso e reforçado, com a condição de ser para fóra da provincia; assim mais hum dito para roça; na rua de S. José n. 77, 1 andar.",,,,,,,,,,,,,,,,
141,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,fuga,procurando serviço,1,,,,,,José,Moçambique,M,,,escravo,"Rua de São Clemente, 43; Rua dos Quarteis de Bragança, 9",,"No dia 6 de abril, ás 6 horas da manhã, fugio hum molecote por nome José, Moçambique, com signaes da nação nas frontes e testa, e tem falla grossa e rouca; sahio pelo fundo da chacara da rua nova de S. Joaquim no Botafogo, e entrou pelo mato no Brocó, ao pé da barraca aonde lavão as lavadeiras: levou camisa de riscado fino velha, e calça de algodão de Minas. Quem o achar leve-o á rua de S. Clemente n. 43, ou á rua dos Quarteis de Bragança n. 9, que será pago de seu trabalho e receberá alviçaras.",,,,,,,,,,,,,,,,
142,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,venda,oferecendo serviço,1,,,,,engomadeira,,,F,,preta,escrava,"Rua da Conceição, 15",,"VENDE-SE huma preta muito reforçada, perfeita engomadeira, lava e cozinha muito bem; dá-se a contento, e ao comprador se dirá o motivo da venda: na rua da Conceição n. 15.",,,,,,,,,,,,,,,,
143,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,aluguel,oferecendo serviço,1,,,,,todo serviço de casa,,,F,,preta,,"Rua de São Bento, 15",,"ALUGA-SE huma preta para todo o serviço de huma casa, na rua de S. Bento n. 15.",,,,,,,,,,,,,,,,
144,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,,"Rua da Quitanda, 112",,"Na rua da Quitanda n. 112, aluga-se hum preto cozinheiro.",,,,,,,,,,,,,,,,
145,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,fuga,procurando serviço,1,,,,,,,,M,,,escravo,"Rua do Hospício, 22",,"Fugio, no dia 7 de abril do corrente anno, hum preto por nome João, de nação Congo, estatura ordinária, corpo reforçado, pernas tortas, em huma das quaes tem hum signal de ferida: levou vestido roupa branca, e andava vendendo louça pela rua: quem delle der noticia na rua do Hospício n. 22, será generosamente gratificado",,,,,,,,,,,,,,,,
146,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,venda,oferecendo serviço,1,250,,,,,,,M,,preto,escravo,"Rua de São José, 10",,"VENDEM-SE dous pretos fortes por 550$ ambos, ou separados hum por 250$ e outro por 300$ ; não são viciosos e sim bastante saudáveis, dão jornal e entendem de todo o serviço: na rua de S. José n. 10.",,,,,,,,,,,,,,,,
147,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,venda,oferecendo serviço,1,300,,,,,,,M,,preto,escravo,"Rua de São José, 10",,"VENDEM-SE dous pretos fortes por 550$ ambos, ou separados hum por 250$ e outro por 300$ ; não são viciosos e sim bastante saudáveis, dão jornal e entendem de todo o serviço: na rua de S. José n. 10.",,,,,,,,,,,,,,,,
148,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,venda,oferecendo serviço,1,260,,,,serviço de casa,,,M,,preto,escravo,"Rua do Lavradio, 23",,"VENDE-SE hum preto por 260$, na rua do Lavradio n. 23; dá jornal, faz todo o serviço de huma casa e entende de roça.",,,,,,,,,,,,,,,,
149,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,fuga,procurando serviço,1,,,,,,José,Congo,M,,,escravo,"Rua da Quitanda, 165",,"Dessapparecceu, na noite do dia 6 do corrente, hum moleque de idade de 14 a 16 annos, de nome José, nação Congo, levou vestido calça preta e camisa de riscado roxo; não saberá dizer a rua em que mora por ter chegado há pouco da Parahyba do Sul, onde seu Sr. he morador, e ter estado doente, o que mostra por caustico que tem aberto sobre o lado esquerdo do peito, e huma cicatriz velha em huma cicatriz velha em huma perna; quem delle souber e o levar á rua da Quitanda n. 165, será bem recompensado: igual recompensa terá quem delle der noticia, pois suppõe-se estar abafado por algum ladrão.",,,,,,,,,,,,,,,,
150,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,aluguel,oferecendo serviço,2,,,,,cozinheiro,,,M,,,,"Rua do Rosário, 107",,"ALUGA-SE hum moleque perfeito cozinheiro do trivial, e hum preto para todo o serviço; na rua do Rosário n. 107.",,,,,,,,,,,,,,,,
151,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,aluguel,oferecendo serviço,2,,,,,todo serviço,,,M,,preto,,"Rua do Rosário, 107",,"ALUGA-SE hum moleque perfeito cozinheiro do trivial, e hum preto para todo o serviço; na rua do Rosário n. 107.",,,,,,,,,,,,,,,,
152,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira, costureira",,,F,,preta,,"Rua do Rosário, 107",,"ALUGA-SE huma preta que cose, lava, engomma e cozinha alguma cousa; na rua do Rosário, casa n. 107.",,,,,,,,,,,,,,,,
153,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,venda,oferecendo serviço,1,,,,,"cozinheira, lavadeira, engomadeira, costureira",,,F,,parda,escrava,"Rua da Praia do Peixe, 9",,"VENDE-SE huma escrava parda, que sabe coser, lavar, engommar, fazer renda, entende de cozinha, e faz doces: na rua da Praia do Peixe n. 9, em frente á Praça do Mercado, acharão com quem tratar.",,,,,,,,,,,,,,,,
154,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,venda,oferecendo serviço,1,,,,,pagem,,,M,12,pardo,,"Rua dos Latoeiros, 32",,"VENDE-SE hum pardinho de 12 annos, proprio para pagem; na rua dos Latoeiros n. 32.",,,,,,,,,,,,,,,,
155,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,,preta,,"Beco dos Ferreiros, Praia de Dom Manoel, 7",,"VENDE-SE, no beco dos Ferreiros da Praia de D. Manoel n. 7, primeiro andar, huma preta rapariga, que sabe coser, lavar e cozinhar o ordinario de casa; quem a pretender dirija-se á casa acima, de manhã até ás 10 horas, e de tarde a toda a hora.",,,,,,,,,,,,,,,,
156,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,venda,oferecendo serviço,1,,,,,"engomadeira, costureira, cozinheira",,,F,,preta,,"Rua de Matacavallos, 118",,"VENDE-SE huma preta moça sabendo lavar, engommar, coser, cozinhar, fazer renda, e todo o mais serviço de huma casa, por preço commodo; em Matacavallos n. 118.",,,,,,,,,,,,,,,,
157,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,compra,procurando serviço,>1,,,,,,,,M,,,escravo,"Rua dos Ourives, 17",,"PRECISA-SE comprar escravos de ambos os sexos, com officios e sem elles, para huma encommenda, os quaes se pagão bem; na rua dos Ourives n. 17, loja.",,,,,,,,,,,,,,,,
158,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/364568_03/380,9-Apr-1840,compra,procurando serviço,1,,,,,carpinteiro,,,M,,,escravo,"Rua Nova do Ouvidor, 16",,"Compra-se hum escravo carpinteiro, e hum dito que saiba lavar e engommar perfeitamente, e que também cozinhe o trivial de huma casa; na rua nova do Ouvidor n. 16.",,,,,,,,,,,,,,,,
159,Jornal do Commercio,95,4,http://memoria.bn.br/DocReader/docreader.aspx?bib=364568_03&pasta=ano%20184&pesq=,9-Apr-1840,compra,procurando serviço,>1,,,,,padeiro; forneiro,,,M,,preto,,"Rua do Hospício, 173",,"PRECISA-SE de pretos padeiros e de hum forneiro, na rua do Hospício n. 173.",,,,,,,,,,,,,,,,
160,Jornal do Commercio,96,3,http://memoria.bn.br/DocReader/364568_03/383,10-Apr-1840,venda ,oferecendo serviço,>1,,,Henrique Cannell e Samuel Southam,M,,,,,,,escravo,"Rua do Rozario, 42",,"CANNELL SOUTHAM e C. farão leilão, sabbado 12 do corrente, em seu salão de moveis, rua do Rozario n. 42, por ordem dos administradores da casa fallida de João Eloy da Porciuncua, de 7 escravos fortes, robustos e moços, acostumados ao trabalho do armazem; huma porção de prata de lei e traste constando de commodas, mesas redondas e de jantar, secretarias, sofás, cadeiras, marquezas, toucadores, lavatorios, etc.",,,,,,,,,,,,,,,,
161,Jornal do Commercio,96,3,http://memoria.bn.br/DocReader/364568_03/383,10-Apr-1840,venda,oferecendo serviço,>1,,,Jh.Bouis,M,,,,M/F,,,escravos,"Rua do Ouvidor, 90",,"J. BOUIS faz leilão hoje, em sua casa, rua do Ouvidor n. 90, de huma porção de escravos de ambos os sexos, os quaes serão vendidos com fiança de saude e boa venda; entre elles ha alguns com officios, mocambas, pretos de roça, etc.
",,,,,,,,,,,,,,,,
162,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,,"Rua do Cano, 29",,"ALUGA-SE hum preto bom cozinheiro, na rua do Cano n. 29.",,,,,,,,,,,,,,,,
163,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,,preta de nação,,"Rua do Piolho, 51",,"VENDE-SE huma preta de nação, bem encorpada e forte, sabendo lavar, cozinhar, fazer compras, tratar de doentes e fazer todo o serviço pesado; na rua do Piolho n. 51.",,,,,,,,,,,,,,,,
164,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,venda,oferecendo serviço,1,,,,,alfaiate,,,M,,preto,,"Rua dos Latoeiros, 79 A",,"VENDE-SE hum preto alfaiate de obra miuda; hum insigne cozinheiro de fogão e forno, e de massas, huma boa mocamba, de boa vista e prendada; huma preta moça, que lava, cose, engomma e cozinha; huma negrinha de pouco dinheiro, e huma preta boa lavadeira: na rua dos Latoeiros n. 79 A.",,,,,,,,,,,,,,,,
165,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,,,"Rua dos Latoeiros, 79 A",,"VENDE-SE hum preto alfaiate de obra miuda; hum insigne cozinheiro de fogão e forno, e de massas, huma boa mocamba, de boa vista e prendada; huma preta moça, que lava, cose, engomma e cozinha; huma negrinha de pouco dinheiro, e huma preta boa lavadeira: na rua dos Latoeiros n. 79 A.",,,,,,,,,,,,,,,,
166,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,,,,"Rua dos Latoeiros, 79 A",,"VENDE-SE hum preto alfaiate de obra miuda; hum insigne cozinheiro de fogão e forno, e de massas, huma boa mocamba, de boa vista e prendada; huma preta moça, que lava, cose, engomma e cozinha; huma negrinha de pouco dinheiro, e huma preta boa lavadeira: na rua dos Latoeiros n. 79 A.",,,,,,,,,,,,,,,,
167,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,venda,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira, costureira",,,F,,preta,,"Rua dos Latoeiros, 79 A",,"VENDE-SE hum preto alfaiate de obra miuda; hum insigne cozinheiro de fogão e forno, e de massas, huma boa mocamba, de boa vista e prendada; huma preta moça, que lava, cose, engomma e cozinha; huma negrinha de pouco dinheiro, e huma preta boa lavadeira: na rua dos Latoeiros n. 79 A.",,,,,,,,,,,,,,,,
168,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,,preta,,"Rua dos Latoeiros, 79 A",,"VENDE-SE hum preto alfaiate de obra miuda; hum insigne cozinheiro de fogão e forno, e de massas, huma boa mocamba, de boa vista e prendada; huma preta moça, que lava, cose, engomma e cozinha; huma negrinha de pouco dinheiro, e huma preta boa lavadeira: na rua dos Latoeiros n. 79 A.",,,,,,,,,,,,,,,,
169,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,venda,oferecendo serviço,1,,,,,lavadeira,,,F,,preta,,"Rua dos Latoeiros, 79 A",,"VENDE-SE hum preto alfaiate de obra miuda; hum insigne cozinheiro de fogão e forno, e de massas, huma boa mocamba, de boa vista e prendada; huma preta moça, que lava, cose, engomma e cozinha; huma negrinha de pouco dinheiro, e huma preta boa lavadeira: na rua dos Latoeiros n. 79 A.",,,,,,,,,,,,,,,,
170,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,aluguel,oferecendo serviço,1,,,,,cozinheira,,,F,,parda,,"Rua do Conde, 45",,"ALUGA-SE, na rua do Conde n. 45, para casa capaz, huma parda (conjunctamente huma filha de 13 annos) que cozinha com perfeição, faz doces, lava e engomma; hum pardinho muito esperto, bom pagem e com princípios de bolêa, e hum preto para todo o serviço.",,,,,,,,,,,,,,,,
171,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,aluguel,oferecendo serviço,1,,,,,pagem,,,M,,pardo,,"Rua do Conde, 45",,"ALUGA-SE, na rua do Conde n. 45, para casa capaz, huma parda (conjunctamente huma filha de 13 annos) que cozinha com perfeição, faz doces, lava e engomma; hum pardinho muito esperto, bom pagem e com princípios de bolêa, e hum preto para todo o serviço.",,,,,,,,,,,,,,,,
172,Jornal do Commercio,96,4,http://memoria.bn.br/DocReader/364568_03/384,10-Apr-1840,aluguel,oferecendo serviço,1,,,,,,,,M,,preto,,"Rua do Conde, 45",,"ALUGA-SE, na rua do Conde n. 45, para casa capaz, huma parda (conjunctamente huma filha de 13 annos) que cozinha com perfeição, faz doces, lava e engomma; hum pardinho muito esperto, bom pagem e com princípios de bolêa, e hum preto para todo o serviço.",,,,,,,,,,,,,,,,
