Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
62,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,fuga,,1,,,,,,Cypriano,crioulo,M,20-25,preto,escravo,"Rua dos Ourives, 49",,"FUGIO, no dia 29 do mez passado, hum preto por nome Cypriano, idade 20 a 25 annos, crioulo: levou vestido camisa de algodão americano, calças grossas cor de cinza, levou hum cesto com pão, e huma manta de algodão cor de cinza, e tem os signaes seguintes: cara cheia de bexigas e os pés chatos: quem o levar a rua dos Ourives, n. 49, padaria, receberá alviçaras.",,,,,,,,,,,,,,,,
63,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,fuga,,1,,,,,,Joaquim,Moçambique,M,20-21,preto,escravo,"Rua dos Ourives, 49",,"FUGIO, de Santa Thereza, no dia 22 do mez de abril passado, indo cortar capim, hum preto chamado Joaquim, de idade 20 a 21 annos, nação moçambique; levou vestido camisa de chita; tem os seguintes signaes: cara meia seria com muita carne em cima dos olhos, corpo reforçado e bem feito; esteve muito tempo em Maricá e Praia-Grande, e está ha pouco nesta cidade: quem o mesmo levar a rua dos Ourives, n. 49, receberá boas alviçaras.",,,,,,,,,,,,,,,,
64,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,aluguel/venda,oferecendo serviço,1,,,,,"lavadeira, cozinheira, engomadeira",,,F,,preta,escrava,"Rua do Ouvidor, 9",,"ALUGA-SE huma preta, na rua do Ouvidor n. 9, que sabe lavar, cozinhar, e engommar pouco, e tambem não se duvida vende-la, fazendo conta.",,,,,,,,,,,,,,,,
65,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,aluguel,oferecendo serviço,1,,,,,cozinheira,,,F,,pardinha,escrava,"Rua do Valongo, 21",,"ALUGA-SE, para casa de familia, huma pardinha muito fiel, com muito boas qualidades para o arranjo de huma casa, a qual cose, marca, faz renda, cozinha e he muito carinhosa para tratar de crianças; na rua do Vallongo n. 21.",,,,,,,,,,,,,,,,
66,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,aluguel,procurando serviço,1,,,,,serviços domésticos,,,M,,preto,escravo,"Rua Direita, 34",,"PRECISA-SE alugar hum preto que seja fiel, para o serviço de huma casa ingleza; na rua Direita n. 34.",,,,,,,,,,,,,,,,
67,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,venda,oferecendo serviço,2,,,,,mocambas,,,F,,pretas,escrava,"Rua da Pedreira da Glória, 9 ou Rua Direita, 48",,"VENDEM-SE duas pretas mocambas e de prestimos: podem ser vistos na rua da Pedreira da Gloria n. 9, e para ajustar na rua Direita n. 48.",,,,,,,,,,,,,,,,
68,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,venda,oferecendo serviço,1,,,,,,,crioula,F,8,,escrava,"Rua da Guarda Velha, 30",,VENDE-SE huma crioulinha de idade de 8 annos; na rua da Guarda Velha n. 30 : póde ver-se e tratar a toda hora do dia. ,,,,,,,,,,,,,,,,
69,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,venda,oferecendo serviço,2,,,,,,,,M/F,,,escravo/escrava,"Beco do Carmo, 6",,VENDE-SE hum casal de escravos muito rebustos e sadios; no beco do Carmo n. 6.,,,,,,,,,,,,,,,,
70,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,venda,oferecendo serviço,1,,,,,"cozinheiro, roceiro",,nação,M/F,18,preta ou parda,escravo/ escrava,"Rua do Parto, 102",,"VENDE-SE, ou troca-se por huma mocamba preta ou parda, hum molecão de 18 annos, de nação, qual he muito bom cozinheiro, e tambem entende de todo o serviço de roça; o motivo não desagradará ao comprador: na rua do Parto n. 102.",,,,,,,,,,,,,,,,
71,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,compra,procurando serviço,1,,,,,"mocamba, lavadeira, cozinheira",,,F,,,escrava,"Rua dos Pescadores, canto da Quitanda, 179",,"PRECISA-SE comprar huma mocamba que saiba lavar e cozinhar perfeitamente; quem a tiver procure na rua dos Pescadores canto da Quitanda, n. 179.",,,,,,,,,,,,,,,,
72,Jornal do Commercio,119,4,http://memoria.bn.br/docreader/364568_03/476,6-May-1840,fuga,,1,,,,,,Antonio,Congo,M,15,,escravo,"Rua de Santo Antônio, 10",,"FUGIO, ou foi seduzido, no dia 28 de abril, hum moleque de nome Antonio, de nação Congo, idade de 15 annos, olhos grandes, mão e pés compridos, porém bem feitos; levou vestido camisa de riscado roxo, e calça de brim pardo desbotado com hum remendo novo atraz, entre pernas: dirigir-se á rua de Santo Antonio n. 10.",,,,,,,,,,,,,,,,
73,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,>1,,,,,"mocambas, cozinheiros, roceiros",,,M/F,,,escravo/escrava,,,"Jh. BOUIS fará leilão, amanhã sexta feira, de huma grande e linda porção de escravos de ambos os sexos, entre os quaes he moleques, mocambas, cozinheiros, e outros pretos de officios e de roça.",,,,,,,,,,,,,,,,
74,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,aluguel,oferecendo serviço ,1,,,,,serviços domésticos,,,F,,preta,escrava,"Rua do Valongo, 35",,"ALUGA-SE huma preta para o serviço ordinario de huma casa, e muito carinhosa para crianças ; quem a pretender dirija-se á rua do Vallongo n. 35, para tratar do aluguel.",,,,,,,,,,,,,,,,
75,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,1,,,,,roceiro,,,F,13,pardinha,escrava,"Rua de São José, 77, 1º andar",,"VENDE-SE huma pardinha de 13 annos, pouco mais ou menos, recolhida e muito habilidosa ; na rua de S. José n. 77, 1º andar : assim mais hum bonito preto para o serviço de roça.",,,,,,,,,,,,,,,,
76,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,1,,,,,"costureira, engomadeira",,,F,18,pardinha,escrava,"Rua de São José, 72",,"VENDE-SE huma pardinha de idade de 18 annos, pereita costureira e engommadeira ; na rua de S. José, n. 72.",,,,,,,,,,,,,,,,
77,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,1,,,,,"mocamba, costureira, cozinheira",,,F,,,escrava,"Rua da Conceição, 15",,"VENDE-SE huma bonita mocamba perfeita costureira, corta e faz camisas para homens, e vestidos para senhora, corta e faz roupa para homem, faz toda a qualidade de doce, como pão de ló e pudim, e todos os mais doces que se queira, apronta huma bandeja de chá, cozinha de forno e fogão, faz renda de todas as qualidades, e dá-se a contento os dias que quizer para examinar ; na rua da conceição, n. 15. ",,,,,,,,,,,,,,,,
78,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,aluguel,procurando serviço,1,,,,,trabalhar em um quintal,,,M,,preto,escravo,"Rua das Violas, 35",,"PRECISA-SE alugar hum preto para trabalhar effectivamente em hum quintal, na rua das Violas, n. 35.",,,,,,,,,,,,,,,,
79,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,1,,,,,"engomadeira, cozinheira, lavadeira",,,F,18-20,preta,escrava,"Rua Senhor dos Passos, 182",,"VENDE-SE huma preta vistosa, de 18 a 20 annos, a qual engomma, cose, lava e cozinha; na rua de Sr. dos Passos n. 182.",,,,,,,,,,,,,,,,
80,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,1,,,,,oficial de barbeiro,,,F,,preto,escrava,"Rua da Alfândega, 292",,VENDE-SE hum preto bom official de barbeiro e sangrador ; na rua da Alfândega n. 292.,,,,,,,,,,,,,,,,
81,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,1,,,,,"engomadeira, cozinheira, lavadeira",,,F,,preta,escrava,"Rua do Cano, 129",,"VENDE-SE huma preta moça, que engomma, lava, cozinha e cose: na rua do Cano n. 129, loja.",,,,,,,,,,,,,,,,
82,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,1,,,,,"carroçeiro, roceiro",,nação,M,18,,escravo,"Rua do Parto, 102",,"VENDE-SE hum bonito molecão de 18 annos de nação, o qual he carroceiro e entende de todo o serviço de roça; na rua do Parto n. 102.",,,,,,,,,,,,,,,,
83,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,1,,,,,"mocamba, cozinheira, engomadeira",,nação,F,14,,escrava,"Rua do Porto, 102",,"VENDE-SE huma mocamba de 14 annos, de bonita figura, de nação, a qual cose perfeitamente, tanto camisas como vestidos, cozinha muito bem, engomma e faz todo o serviço de huma agil mocamba ; na rua do Porto n. 102.",,,,,,,,,,,,,,,,
84,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,aluguel,oferecendo serviço ,2,,,,,"cozinheira, engomadeira, lavadeira",,,F,,,escrava,"Rua São Pedro, 146",,"ALUGÃO-SE duas pretas para o serviço de porta a dentro, sabendo cozinhar, lavar, engommar, e huma dellas corta e cose muito bem, e faz doce : na rua de S. Pedro n. 146.",,,,,,,,,,,,,,,,
85,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,1,,,,,oficial de barbeiro,,,M,,preto,escravo,"Rua do Rosário, 138",,"VENDE-SE hum preto rapaz, official de pedreiro, e hum dito reforçado para todo o serviço; na rua do Rosário n. 138.",,,,,,,,,,,,,,,,
86,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,2,,,,,"lavadeira, cozinheira",,crioula,F,16,,escrava,"Rua do Fogo, 24",,"VENDE-SE huma escrava crioula, com hum filho de seis mezes, a qual lava, cozinha e cose sofrivelmente, e mostra ter 16 annos de idade ; na rua do Fogo n. 24.",,,,,,,,,,,,,,,,
87,Jornal do Commercio,120,4,http://memoria.bn.br/docreader/364568_03/480,7-May-1840,venda,oferecendo serviço ,2,,,,,"cozinheiro, pintor",,,M,,pretos,escravo,"Rua da Direita, 161",,"VENDEM-SE dous pretos fortes e sadios, que cozinhão soffrivel, e hum entende de pintor; na rua Direita n. 161. ",,,,,,,,,,,,,,,,
88,Jornal do Commercio,121,3,http://memoria.bn.br/docreader/364568_03/483,8-May-1840,venda,oferecendo serviço ,>1,,,,,"cozinheiros, roceiros, mocambas, costureiras, lavadeiras, engommadeiras, pajens, pescador",,,F/M,,,escravo/escrava,"Rua do Ouvidor, 90",,"Jh BOUIS faz leilão hoje, em sua casa, rua do Ouvidor n. 90 de huma grande porção de escravos de ambos os sexos, e com officios, constando de cozinheiros, pretos de roça, mocambas, costureiras, lavadeiras, engommadeiras, moleques, pagens, hum bom pescador de barra fóra, hum bom tecedor de algodão, e muitos outros que serão arrematados a quem mais der, sendo affiançados de saúde e boa venda. ÁS 10 1/2horas.",,,,,,,,,,,,,,,,
89,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,venda,oferecendo serviço ,1,240$000,,,,,,,F,8,negrinha,escrava,"Rua da Vala, 89",,"VENDE-SE, na rua da Valla n. 89, huma linda negrinha, de idade 8 annos, propria para todo o serviço o serviço, por 240$ rs.",,,,,,,,,,,,,,,,
90,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,venda,oferecendo serviço ,1,,,,,mocamba,,,F,,preta,escrava,"Rua da Vala, 89",,"VENDE-SE, na rua da Valla n. 89, hum bonita preta rapariga mocamba com todas as habilidades dadas a huma boa mocamba.",,,,,,,,,,,,,,,,
91,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,venda,oferecendo serviço ,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua do Regente, 41",,"VENDE-SE hum preto muito bom cozinheiro, na rua do Regente n. 41.",,,,,,,,,,,,,,,,
92,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,venda,oferecendo serviço ,2,,,,,"engomadeira, cozinheira, lavadeira",,,F,,,escrava,"Rua de São José, 77, 1º andar",,"VENDE-SE huma escrava que engomma, cozinha e lava, tem hum filho de 4 a 5 annos; assim mais hum pardo bom pagem, cozinheiro e sapateiro, e se affiança não ser bebado e ter outros vicios ; na rua de S. José n. 77, 1º andar.",,,,,,,,,,,,,,,,
93,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,venda,oferecendo serviço ,1,,,,,"pajem, cozinheiro, sapateiro",,,M,,,escravo,"Rua de São José, 77, 1º andar",,"VENDE-SE huma escrava que engomma, cozinha e lava, tem hum filho de 4 a 5 annos; assim mais hum pardo bom pagem, cozinheiro e sapateiro, e se affiança não ser bebado e ter outros vicios ; na rua de S. José n. 77, 1º andar.",,,,,,,,,,,,,,,,
94,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,fuga,,1,,,,,,Maria,Conga,F,,preta,escrava,"Rua do Cano, 167",,"FUGIO, no dia 3 do corrente, da rua do Cano n. 167, huma preta de nome Maria, nação Conga, estatura baixa, signaes muito magra, traz huma camisa de algodão grosso, vestido de ganga azul e lenço vermelho na cabeça. Quem della souber leva-la á dita casa, que se lhe pagará o seu trabalho.",,,,,,,,,,,,,,,,
95,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,compra,procurando serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua do Ouvidor, 63",,"PRECISA-SE alugar hum preto cozinheiro fiel, na rua do Ouvidor n. 63, A. M.",,,,,,,,,,,,,,,,
96,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,venda,oferecendo serviço,1,,,,,,,,F,18,preta,escrava,"Largo da Lapa, 3",,"VENDE-SE huma preta de 18 annos, de boa figura; na rua Santa Thereza, a sahir a da Lapa, n. 86.",,,,,,,,,,,,,,,,
97,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,venda,oferecendo serviço,1,,,,,mocamba,,,F,,preta,escrava,"Rua da Cadeia, 54 sobrado",,"VENDE-SE, para fóra da provincia, huma preta mocamba de boa vista, na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,,,,
98,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,venda,oferecendo serviço,1,,,,,"roceiro, lavadeira",,,F,,preta,escrava,"Beco do Guindaste, 2",,VENDE-SE huma preta do serviço de roça e boa lavadeira; no beco do Guindaste n. 2.,,,,,,,,,,,,,,,,
99,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,fuga,,1,30$000,,,,,Joaquim,Quilimane,M,30 e poucos,,escravo,"Praia dos Mineiros, 45",,"Em 4 de maio de 1840, fugio, da praia dos Mineiros n. 45, hum escravo por nome Joaquim, nação Quilimane, idade trinta e tantos annos, he hum pouco fula; levou calça e camisa de algodão, mas como elle he muito esperto, poderá ter mudado de roupa: dá-se 30$ rs. de gratificação a quem o levar ao numero acima.",,,,,,,,,,,,,,,,
100,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,fuga,,1,,,,,,Feliciana,Benguela,F,22,preta,escrava,"Rua da Cadeia, 44",,"Fugio, no dia 6 do corrente mez, indo vender café torrado dentro de caixinhas, huma preta de nome Feliciana, de nação Benguela, idade 22 annos, alta, cor fula, com o dedo minimo da mão esquerda quebrada, faltando-lhe hum dedo n'hum pé: quem a entregar na rua da Cadêa n. 44, receberá boas alviçaras.",,,,,,,,,,,,,,,,
101,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,aluguel,procurando serviço,1,,,,,"cozinheira, lavadeira, engomadeira",,,F,,preta,escrava,"Rua da Quitanda, 182",,"PRECISA-SE alugar huma preta boa cozinheira, e que lave alguma cousa; e huma dita boa lavadeira e engommadeira: trata-se na rua da Quitanda n. 182.",,,,,,,,,,,,,,,,
102,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,venda,oferecendo serviço,1,,,,,,,,F,,preta,escrava,"Rua de Matacavalos, 62",,"VENDE-SE, na rua de Matacavallos n. 62, huma preta bonita e com todas as prendas precisas.",,,,,,,,,,,,,,,,
103,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,fuga,,1,,,,,,Joana,crioula,F,36,preta,escrava,"Rua da Quitanda, 81",,"Fugio, no dia 7 do corrente, huma preta de nome Joanna, crioula, de idade 36 annos, pouco mais ou menos, bastante reforçada, vagarosa e alguma cousa fula; levou no corpo hum vestido de ganga azul, e tambem hum embrulho com mais roupa sua: quem a apprehender e levar á rua da Quitanda n. 81, receberá gratificação.",,,,,,,,,,,,,,,,
104,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,aluguel,oferecendo serviço,1,,,,,,,,F,,parda,forra,"Beco dos Cachorros, 10",,"Aluga-se, no beco dos Cachorros n. 10, huma parda forra para serviço interno de huma casa; affiança-se a sua conducta.",,,,,,,,,,,,,,,,
105,Jornal do Commercio,121,4,http://memoria.bn.br/docreader/364568_03/484,8-May-1840,compra,procurando serviço,1,,,,,oficial de calafate,,,F,,,escrava,"Rua da Quitanda, 46",,COMPRA-SE hum escravo que seja bom official de calafate; na rua da Quitanda n. 46.,,,,,,,,,,,,,,,,
106,Jornal do Commercio,122,4,http://memoria.bn.br/docreader/364568_03/488,9-May-1840,aluguel,procurando serviço,1,10$000,,,,cozinheira,,,F,,preta,escrava,"Rua do Ouvidor, 3",,"PRECISA-SE, na rua do Ouvidor n. 3, de huma preta boa cozinheira, e que o seu aluguel não exceda de 10$ rs.",,,,,,,,,,,,,,,,
107,Jornal do Commercio,122,4,http://memoria.bn.br/docreader/364568_03/488,9-May-1840,venda,oferecendo serviço,1,,,,,"mocamba, cozinheira",,nação,F,14-15,,escrava,"Rua Parto, 102",,"VENDE-SE huma mocamba recolhida, de 14 a 15 annos, de bonita figura, de nação, a qual cose muito bem, cosinha, pentêa hum Sra. e apromta huma bandeja de chá com perfeição: tambem se vende hum bonito molecão de 18 annos, de nação, o qual he carroceiro e trata de animaes: na rua Parto n. 102. São vendidos por seu senhor se retirar.",,,,,,,,,,,,,,,,
108,Jornal do Commercio,122,4,http://memoria.bn.br/docreader/364568_03/488,9-May-1840,venda,oferecendo serviço,1,,,,,carroçeiro,,nação,M,18,,escravo,"Rua Parto, 102",,"VENDE-SE huma mocamba recolhida, de 14 a 15 annos, de bonita figura, de nação, a qual cose muito bem, cosinha, pentêa hum Sra. e apromta huma bandeja de chá com perfeição: tambem se vende hum bonito molecão de 18 annos, de nação, o qual he carroceiro e trata de animaes: na rua Parto n. 102. São vendidos por seu senhor se retirar.",,,,,,,,,,,,,,,,
109,Jornal do Commercio,122,4,http://memoria.bn.br/docreader/364568_03/488,9-May-1840,fuga,,1,,,,,,Maria,Mina-Usá,F,40,,escrava,"Rua do Hospício, 81",,"FUGIO, no dia 7 do corrente mez, indo vender quitanda, huma preta por nome Maria, de nação Mina-Usá, de idade 40 annos, alta, cor fula, com huma impigem na testa e os dous pés inchados. Quem a levar á rua do Hospício n. 81, terá boas alviçaras, e protesta se contra quem a tiver acoutada para pagar o roubo que ella faz.",,,,,,,,,,,,,,,,
110,Jornal do Commercio,122,4,http://memoria.bn.br/docreader/364568_03/488,9-May-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,,escrava,"Beco dos Cachorros, 44",,"ALUGA-SE, para casa capaz, huma escrava ama de muito bom leite do 1º parto, parida ha 20 dias, a qual he muito carinhosa para crianças: no beco dos Cachorros n. 44.",,,,,,,,,,,,,,,,
111,Jornal do Commercio,122,4,http://memoria.bn.br/docreader/364568_03/488,9-May-1840,venda,oferecendo serviço,1,,,,,"lavadeira, cozinheira, engomadeira",,,F,,,escrava,"Rua do Piolho, 40",,"VENDE-SE, por precisão, huma escrava moça, alta, sem vicios nem molestias, sabendo lavar, cozinhar e engommar: na rua do Piolho n. 40.",,,,,,,,,,,,,,,,
112,Jornal do Commercio,122,4,http://memoria.bn.br/docreader/364568_03/488,9-May-1840,fuga,,1,,,,,,,Moçambique,M,13-Dec,,escravo,"Rua dos Pescadores, 51",,"FUGIO, no dia 1º do corrente, hum moleque de nação Moçambique, de idade 12 a 13 annos, cor retinta e benito: levou vestido calças de brim branco sujas e rotas, e camisa de algodão americano: o qual he ladino: roga-se a quem apprender queira conduzi-lo á rua dos Pescadores n. 51, que receberá boas alviçaras.",,,,,,,,,,,,,,,,
113,Jornal do Commercio,122,4,http://memoria.bn.br/docreader/364568_03/488,9-May-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,escravo,"Rua da Quitanda, 12",,PRECISA-SE alugar hum preto ou moleque para todo o serviço : na rua da Quitanda n. 12.,,,,,,,,,,,,,,,,
114,Jornal do Commercio,122,4,http://memoria.bn.br/docreader/364568_03/488,9-May-1840,compra,procurando serviço,1,,,,,oficial de calafate,,,M,,,escravo,"Rua da Quitanda, 46",,COMPRA-SE hum escravo que seja bom official de calafate; na rua da Quitanda n. 46.,,,,,,,,,,,,,,,,
115,Jornal do Commercio,123,4,http://memoria.bn.br/docreader/364568_03/492,10-May-1840,venda,oferecendo serviço,2,,,,,ama de leite,,,F,,,escrava,"Praia Vermelha, 2",,VENDE-SE huma optima ama de leite com cria de hum mez : na praia Vermelha n. 2.,,,,,,,,,,,,,,,,
116,Jornal do Commercio,123,4,http://memoria.bn.br/docreader/364568_03/492,10-May-1840,aluguel,procurando serviço,1,,,,,cozinheiro,,,F ou M,,preto ou preta,escravo/ escrava,"Rua do Ouvidor, 65 ",,"PRECISA-SE alugar hum cozinheiro, preto ou preta, fiel; na rua do Ouvidor n. 65. A.M ",,,,,,,,,,,,,,,,
117,Jornal do Commercio,123,4,http://memoria.bn.br/docreader/364568_03/492,10-May-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,escravo,"Rua de Santo Antônio, 21",,"PRECISA-SE alugar, na rua de Santo Antonio n. 21, hum preto para todo o serviço.",,,,,,,,,,,,,,,,
118,Jornal do Commercio,123,4,http://memoria.bn.br/docreader/364568_03/492,10-May-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,,escrava,"Rua do Regente, 14",,"ALUGA-SE huma boa ama de leite, para huma familia portugueza ou brazileira, com preferencia para fóra da cidade : rua do Regente n. 14.",,,,,,,,,,,,,,,,
119,Jornal do Commercio,123,4,http://memoria.bn.br/docreader/364568_03/492,10-May-1840,fuga,,1,,,,,,,Moçambique,M,13-Dec,,escravo,"Rua dos Pescadores, 51",,"FUGIO no dia 1º do corrente, hum moleque de nação moçambique, de idade 12 a 13 annos, côr retinta e bonito; levou vestido calça brim branco sujas e rolas, e camisa de algodão america do qual he ladino: roga-se a quem o apprehender queira conduzi-lo á rua dos Pescadores n. 51, que receberá boas alviçaras.",,,,,,,,,,,,,,,,
120,Jornal do Commercio,123,4,http://memoria.bn.br/docreader/364568_03/492,10-May-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,escravo,"Rua da Quitanda, 12",,PRECISA-SE alugar hum preto ou moleque para todo o serviço : na rua da Quitanda n. 12.,,,,,,,,,,,,,,,,
121,Jornal do Commercio,126,4,http://memoria.bn.br/docreader/364568_03/496,11-May-1840,venda,oferecendo serviço,1,600$000,,,,cozinheiro,,,M,,preto,escravo,"Rua dos Ourives, 49",,"VENDE-SE hum preto moço, robusto e bem feito, sabe cozinhar, trata de animaes, e entede de horta; o seu ultimo preço he 600$ rs. : dirija-se a rua dos Ourives, n. 49, padaria.",,,,,,,,,,,,,,,,
122,Jornal do Commercio,126,4,http://memoria.bn.br/docreader/364568_03/496,11-May-1840,venda,oferecendo serviço,1,360$000,,,,"lavadeira, cozinheira",,,F,,preta,escrava,"Rua do Fogo, 91",,"VENDE-SE, na rua do Fogo n. 91, huma preta perfeita lavadeira e cozinheira, pelo preço de 360$.",,,,,,,,,,,,,,,,
123,Jornal do Commercio,126,4,http://memoria.bn.br/docreader/364568_03/496,11-May-1840,venda,oferecendo serviço,1,,,,,oficial de pedreiro,,,M,,,escravo,"Praia da Saúde, 37",,"VENDEM-SE, na praia da Saude n. 37, dous escravos, hum perito official de carpinteiro de toda a obra, até de caixilhos, e outro perito official de pedreiro de toda obra; todos dous se affianção não terem vicios nem molestias de qualidade alguma.",,,,,,,,,,,,,,,,
124,Jornal do Commercio,126,4,http://memoria.bn.br/docreader/364568_03/496,11-May-1840,venda,oferecendo serviço,1,,,,,"engomadeira, lavadeira, cozinheira",,,F,,preta,escrava,"Praia de Dom Manoel, 15",,"VENDE-SE, na praia de D. Manoel n. 15, huma boa preta perfeitamente engommadeira, lava muito bem de barrela e sabão, cozinha de forno e fogão; não se vende a negociantes de escravos.",,,,,,,,,,,,,,,,
125,Jornal do Commercio,126,4,http://memoria.bn.br/docreader/364568_03/496,11-May-1840,venda,oferecendo serviço,1,,,,,ama de leite,,,F,,,escrava,"Praia Vermelha, 2",,VENDE-SE huma optima ama de leite com cria de hum mez : na praia Vermelha n. 2.,,,,,,,,,,,,,,,,
126,Jornal do Commercio,126,4,http://memoria.bn.br/docreader/364568_03/496,11-May-1840,aluguel,procurando serviço,1,,,,,cozinheiro,,,F/M,,preto/ preta,escravo/ escrava,"Rua do Ouvidor, 65 ",,"PRECISA-SE alugar hum cozinheiro, preto ou preta, fiel; na rua do Ouvidor n. 65. A.M ",,,,,,,,,,,,,,,,
127,Jornal do Commercio,126,4,http://memoria.bn.br/docreader/364568_03/496,11-May-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,escravo,"Rua de Santo Antônio, 21",,"PRECISA-SE alugar, na rua de Santo Antonio n. 21, hum preto para todo o serviço.",,,,,,,,,,,,,,,,
128,Jornal do Commercio,126,4,http://memoria.bn.br/docreader/364568_03/496,11-May-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,,escrava,"Rua do Regente, 14",,"ALUGA-SE huma boa ama de leite, para huma familia portugueza ou brazileira, com preferencia para fóra da cidade : rua do Regente n. 14.",,,,,,,,,,,,,,,,
129,Jornal do Commercio,126,4,http://memoria.bn.br/docreader/364568_03/496,11-May-1840,fuga,,1,,,,,,,Moçambique,M,13-Dec,,escravo,"Rua dos Pescadores, 51",,"FUGIO, no dia 1º do corrente, hum moleque de nação Moçambique, de idade 12 a 13 annos, cor retinta e benito: levou vestido calças de brim branco sujas e rotas, e camisa de algodão americano: o qual he ladino: roga-se a quem apprender queira conduzi-lo á rua dos Pescadores n. 51, que receberá boas alviçaras.",,,,,,,,,,,,,,,,
